query,dish_name
sandwich) & (chicken michel,Michel (Chicken & Mozza Sandwich)
classic wala,Classic Chicken Roll & Popcorn Meal
naughty like something,Naughty Nutella Ice Cream (Tub)
mithai chikki,Chikki
alphonso mango ice cream scoop),Alphonso Mango Ice Cream (Regular Scoop)
kuch barbeque chahiye,Barbeque Sauce
kumol,Kumol Sawul
burger chicken deluxe mcspicy,McSpicy Deluxe Chicken Burger Combo
meetha surprise,McSaver Korean Chicken Surprise Burger.
pasta cheese penne,Penne McN Cheese Pasta
lababdar rice bowl,Chicken Lababdar Rice Bowl
"spicy protein,...","Pesto & Chicken Keto Salad [40g - High Protein,..."
veg noodles bowl.,Veg Hakka Noodles Bowl.
bowl rice ghee,Gunpowder Ghee Rice Bowl
taco mexicana veg,Taco Mexicana Non Veg
kuch americano chahiye,Blonde Americano
strawberry try karna hai,Strawberry Shake
(medium) banao,Potato Wedges (Medium)
[steamed try karna hai,Punjabi Kadhi Pakoda [Steamed Rice] Bowl
want to try shooting,Shooting Star Ice Cream (Tub)
biryani chicken special chef's,Chef's Special Chicken Mughal Biryani
want to try townhall's,Townhall's Kadhai Paneer [Steamed Rice] Bowl
classic tikka [10 pcs],Classic Paneer Tikka [10 Pcs]
tadka veg,Dal tadka
meetha protei...,Pesto & Mushroom Merry Salad [14g - High Protei...
food style west,Chapati
punjabi try karna hai,Punjabi Style Matar Paneer Masala Rice Bowl
Dips 2 of Pack,Pack of 2 Dips
chicken wings + 2 mcspicy fried chicken + 2 coke + 2 dips,4 Chicken Wings + 2 McSpicy Fried Chicken + 2 Coke + 2 Dips
spicy idiappma,Idiappam
chicken bowl,Hunan Chicken Bowl
boiled pork food,Pork Bharta
mcaloo tikki burger + pizza mcpuff + piri piri spiec mix,McAloo Tikki Burger + Veg Pizza McPuff + Piri Piri Spice Mix
mexican grilled chicken & cheese + fries (m).,Mexican Grilled Chicken & Cheese Burger + Fries (M).
boneless chicken popcorn,Chicken Popcorn - Medium
combo veg mccheese,McCheese Burger Veg Combo
supreme something,Garlic Bread Spicy Supreme
snack idiappam,Idiappam
crispy,Crispy Noodles
iced latte,Iced Spanish Latte
[500g] cake truffle,Dutch Truffle Cake [500g]
vegetarian hando,Hando Guri
Bandar laddu,Bandar laddu
spicy farmers,Farmer's Pick Pizza
somethhing like mac,Mac & Cheese with Sun-dried Tomatoes
drinks & sides,Masala Lemonade [200 ml]
bucket savings ultimate,Ultimate Savings Chicken Bucket
mcspicy spicy,McSpicy Paneer Burger Combo
masor spicy,Masor Koni
plus with mcmuffin veg,Veg McMuffin with protein plus
guiltfree by eatfit!,Paneer Red Hot Pizza [Multigrain]
something [masala,Townhall's Kadhai Paneer [Masala Rice] Bowl
dal mishti,Mishti Chholar Dal
bowl mini makhani dal,Dal Makhani Mini Rice Bowl
thali biryani special chef's,Chef's Special Paneer Biryani Thali
(protein-29g) spicy,Good'ol Butter Chicken Rice Bowl (Protein-29g)
spicy surprise,Chicken Surprise Burger Combo
lunch bengena,Bengena Pitika
Mint Milk Chocolate Chips Ice Cream (Tub),Mint Milk Chocolate Chips Ice Cream (Tub)
spicy sheer,Sheer korma
guntur chicken ghee bowl,Guntur Chicken Ghee Rice Bowl
kuch pindi chahiye,Pindi Chole Mini Rice Bowl
something bowl,Palak Paneer Rice Bowl
course: something,5 Course: Triple Chicken Garlic Rice Meal with Chicken Pops
sambar rice and bangalore bowl,Sambar Rice and Bangalore Kebab Bowl
blueberry banao,Blueberry 'N White Chocolate Ice Cream (Small Scoop)
korean chicken surprise burger korean yuzu-pop sprite,Korean Chicken Surprise Burger + Korean Yuzu-Pop Sprite
something chicken,Spicy Chicken Bombs
protein wala,Crispy Veggie Burger Protein Plus (2 Slices)
cholle - light meal,Punjabi Chole - Light Meal
mcchicken banao,McChicken Protein Burger Plus (2 Slices)
pasta paneer,Tandoori Paneer Pasta
lunch chicken,Chicken Tikka masala
obbattu dinner,Obbattu holige
want to try eggless,Eggless Dutch Truffle Pastry [1 Piece]
punjabi kadhi pakoda rice] bowl,Punjabi Kadhi Pakoda [Masala Rice] Bowl
gelato banao,Mango & Cream Gelato (Tub)
party for 4 (veg) @rs. off,Party for 4 (Veg) @Rs. 130 off
something lke paneer,Schezwan Paneer Dry - Mini
delite veggie,Veggie Delite Sandwich
sourdough banao,Sourdough Clouds with Warm Dipping Chocolate
chicken beast bowl [74g protein],BBQ Chicken Beast Bowl [74g Protein]
khamani like something,Sev khamani
sandwich),Aime (Chicken & Chilli Sandwich)
midnight spicy zinger popcorn meal,Midnight Spicy Zinger & Popcorn Meal
strawberry banao,Banana 'N Strawberry Ice Cream (Tub)
classic wala,Classic Coffee Regular with French Vanilla
want to try mcspicy,Burger Combo for 2: McSpicy Deluxe Chicken Burger
chicken something,Chicken Dum Biryani - Bachelor
chawal,Palak Masoor Dal Chawal
lunch palak,Palak paneer
chicken,Chicken Platter for 4-Peri Peri Dip
premium chicken protein plus + 4 pc chicken nugget + coke zero,McSpicy Premium Chicken Protein Plus + 4 Pc Chicken Nugget + Coke Zero
Night Bite Veg Roll combo,Night Bite Veg Roll combo
boneless try karna hai,Saucy Boneless Chicken - Peri Peri
masaledar kombdi,Kombdi vade
black vegetarian non,Black rice
spicy chcolate,Belgian Chocolate Ice Cream
chicken banao,2 Crispy Fried Chicken + 2 McSpicy Fried Chicken + 2 Dips + 2 Coke
watermelon feta salad,Watermelon & Feta Salad
veg chilli garlic noodles,Veg Chilli Garlic Noodles Bowl
mexican try karna hai,Mexican McAloo Tikki Burger Combo
something lke supreme,Non Veg Supreme Pizza
farmhouse like something,Farmhouse Cheese Burst
khichdi try karna hai,Supergrain Millet Dal Khichdi [16g Protein]
thlai,Ghee Toor Dal Khichdi Thali
kuch crispy chahiye,Crispy Veggie Burger Meal (M).
shawarma try karna hai,Shawarma Chicken Burst Pizza (Med)
daal dinner,Daal puri
choco like something,Choco Lava Cake + Coke Combo @ Rs.79
spicy tandoori,Indian Tandoori Roll Chicken Meal
bowl,Dal Makhani Mini Rice Bowl
burgers & wraps,Mexican Grilled Chicken & Cheese Burger
meetha thums,Thums Up - 300ml Can
dinner gatta,Gatta curry
meetha tandoori,Tandoori Loaded Paneer Parcel
hashbrown + surprise chicken,Chicken Surprise Burger + Hashbrown
(tub) try karna hai,Honey Nut Crunch Ice Cream (Tub)
want to try coke,Coke [475 ml]
- biryani dum chicken,Chicken Dum Biryani - Bachelor
Big 12 - Chicken Bucket,Big 12 - Chicken Bucket
mcaloo tikki burger plus (1 slice),McAloo Tikki Burger Protein Plus (1 Slice)
shake chocolate &,Oreo & Chocolate Shake
carrot & dill paddu vegan / gluten free ),Carrot & Dill Paddu ( Vegan / Gluten Free )
north east indian food,Hando Guri
McChicken Burger Combo,McChicken Burger Combo
paneer masala rice bowl + jamun + 3 mini ...,Paneer Masala Rice Bowl + Gulab Jamun + 3 Mini ...
iced shaken espresso,Pecan Iced Shaken Espresso
spicy [steamed,Delhi-6 Rajma [Steamed Rice] Bowl
townhall's kadhai [paratha] bowl,Townhall's Kadhai Paneer [Paratha] Bowl
want to try tadka,Tadka Curd Rice Thali
meal 2: farmhouse & veg extravaganza,Meal for 2: Farmhouse & Veg Extravaganza
chicken spicy,Chicken Kali Mirch Tikka
regular,Berry Lemonade Regular
pindi lunch,Pindi chana
naughty,Naughty Nutella Ice Cream (Small Scoop)
egg something,Egg Curry - Light Meal
kuch bhindi chahiye,Bhindi masala
salted butter ice cream (small scoop),Salted Butter Popcorn Ice Cream (Small Scoop)
kuch tandoori chahiye,Tandoori Grilled Paneer Tikka [46g Protein]
course meal: onion pizza,5 Course Meal: Onion Pizza
qubani ka,Qubani ka meetha
kuch patty chahiye,Veg Rice & Patty Duo meal
kuch tandoori chahiye,Indi Tandoori Paneer Cheese Burst
mcspicy chicken burger protein (2 slices),McSpicy Chicken Burger Protein Plus (2 Slices)
something different,Variety Pack
mexicana spicy,Taco Mexicana Veg
want to try (1pc),Cheesecake (1pc)
frappuccino. banao,Java Chip Frappuccino.
8-cheese chicken pizza,8-Cheese Forest Chicken Pizza
chicken try karna hai,Chicken Golden Delight Pizza
2 x Medium Chicken Popcorn,2 x Medium Chicken Popcorn
dessert bati,Mawa Bati
angara try karna hai,Angara Paneer Tikka [10 Pcs]
rajma rice bowl ( protein / gluten free ),Rajma Rice Bowl ( High Protein / Gluten Free )
imarti dessert,Imarti
classic stuffed garlc bread,Classic Stuffed Garlic Bread
spicy cheesecake,Blueberry Cheesecake
pepperoni spicy,Stuffed Garlic Bread with Pepperoni
pindi chole bowl,Pindi Chole Rice Bowl
sweet adhirasam,Adhirasam
veg churma,Daal baati churma
everyday spicy,Paneer Masala - Everyday Thali
thums like something,Thums Up
bowls classic,Chicken Lababdar Rice Bowl
want to try mcpuff,Veg Pizza McPuff + Choco Crunch Cookie + Americano
box mania pizza cheesy,Chessy Mania Margherita Pizza Box
mushroom masala - thali,Mushroom Masala - Everyday Thali
Thali Biryani Aloo Dum,Dum Aloo Biryani Thali
Berry Lemonade Regular,Berry Lemonade Regular
kuch burger+ chahiye,Korean Mc Aloo Tikki Burger+ Korean Shake Shake Fries (M)
korean mc spicy paneer burger combo,Korean Mc Spicy Paneer Burger Combo (M).
[masala wala,NH1 Paneer Tikka Masala [Masala Rice] Bowl
kuch forest chahiye,Black forest Mousse Cake
west bengal dish,Daal puri
sandwich wala,B.M.T Sandwich
mccrispy chicken burger protein plus + 4 pc chicken nugget coke zero,McCrispy Chicken Burger Protein Plus + 4 Pc Chicken Nugget + Coke Zero
paneer dinner,Palak paneer
bowl chole amritsari,Amritsari Chole [Paratha] Bowl
chicken try karna hai,Indi Chicken Tikka Cheese Burst
mcspicy paneer burger protein plus corn + coke zero,McSpicy Paneer Burger Protein Plus  + Corn + Coke Zero
meetha khichdi,Kadhi & Khichdi Thali
sabudana spicy,Sabudana Khichadi
something mcspicy,McSpicy Chicken Burger Protein Plus + 4 Pc Chicken Nuggets + Coke Zero
something everyday,Aloo Palak - Everyday Thali
bowl rice curry egg,Mughlai Egg Curry Rice Bowl
chicken salad [40g protein],Chicken Peppy Salad [40g Protein]
mcflurry oreo ( m,McFlurry Oreo ( M )
green peas,Green Peas Masala
fam's favorite matar paneer - thali,Fam's Favorite Matar Paneer - Everyday Thali
bowl value chicken tangdi,Tangdi Chicken Value Biryani Bowl
butter like something,Butter Chicken Ghee Rice Bowl
mcaloo tikki burger with,McAloo Tikki Burger with Cheese
want to try kaju,Kaju Masala
kuch dry chahiye,Hunan Chicken Dry - Mini
want to try classic,Classic Corn Cup
something reusable,2 Veg Longer Burger & 2 Pepsi Reusable
snack north,Kachori
banana 'n strawberry ice cream,Banana 'N Strawberry Ice Cream (Tub)
kuch sun-dried chahiye,Stuffed Garlic Bread with Sun-dried Tomatoes
kuch everyday chahiye,Sunday Chicken Curry - Everyday Thali
luchi dinner,Luchi
biryani spicy,Chef's Special Paneer Biryani Thali
mini bowl combo (nnon veg),Mini Bowl Meal Combo (Non Veg)
shahi something,Shahi Chicken - Everyday Thali
Grilled Chicken Power Sandwich [35g Protein],Grilled Chicken Power Sandwich [35g Protein]
Bowl Biryani Veg,Veg Biryani Bowl
[400g] banao,Wheat Bread Loaf [400g]
spicy homestyle,Homestyle Chicken [Paratha] Bowl
ice something,Chocolate Mousse Royale Ice Cream (Small Scoop)
dinner chaval,Rajma chaval
cheera,Cheera Doi
farmhouse burst,Farmhouse Cheese Burst
big 8 - chicken,Big 8 - Chicken Bucket
veg dudhi,Dudhi halwa
mushroom lunch,Mushroom do pyaza
main course malai,Prawn malai curry
bowl chicken,Chilli Chicken Bowl
bowl,Kake Da Butter Chicken [Masala Rice] Bowl
dish bihar,Litti chokha
tikka keto bowl [52g protein],Paneer Tikka Keto Bowl [52g Protein]
lunch pork,Pork Bharta
veggie something,Fresh Veggie Cheese Burst
(regular try karna hai,Black Currant Ice Cream (Regular Scoop)
cream ice popcorn butter,Salted Butter Popcorn Ice Cream
meetha chicken,Mc Crispy Chicken Burger Meal (M).
dabeli snack,Kutchi dabeli
loaded veg tao,Tandoori Loaded Veg Taco
fresh,Fresh Veggie Pizza
amritsari chole bowl,Amritsari Chole [Paratha] Bowl
tandoori banao,Indi Tandoori Paneer Cheese Burst
rice brown,Brown Rice (jain)
chicken chilli garlic fried bowl.,Chicken Chilli Garlic Fried Rice Bowl.
something like cup.,Classic Corn Cup.
meetha buttermilk,Skimmed Mint Buttermilk
mexican mcaloo tikki burger,Mexican McAloo Tikki Burger NONG.
something like noodles,Veg Chilli Garlic Noodles - Half (500 ml).
kalimiri chicken,Grilled Chicken Kalimiri
something amritsari,Amritsari Lassi [200 ml]
tikki try karna hai,McVeggie Burger + McAloo Tikki Burger
tandoori spicy,Tandoori Fish Tikka
spicy seasons,Four Seasons Pizza
want to try wings,Hot Chicken Wings - 4 pcs
veg lauuki,Lauki ki subji
mexican like something,Mexican Grilled Chicken Cheese Burger + Coke (M).
rotlo no Bajri,Bajri no rotlo
meetha farmhouse,Cheese Volcano Farmhouse
Taco Mexicana Non Veg,Taco Mexicana Non Veg
meetha ghevar,Ghevar
meetha mihidana,Mihidana
mojito wala,Lemon Mint Mojito
mcaloo try karna hai,McAloo Tikki + Fries (R)
brinjal curry rice,Brinjal Curry Rice Bowl
chicken burst pizza (reg),Korean Chicken Burst Pizza (Reg)
spicy burger,Burger Combo for 2: Corn & Cheese Burger
schezwan chicken dry mini,Schezwan Chicken Dry - Mini
mushroom wala,Mushroom Masala - Everyday Thali
bhakri spicy,Bhakri
murg pasta,Tandoori Murg Pasta
sandwich mcmuffin egg spicy,Spicy Egg McMuffin - Sandwich
feast triple,Triple Chicken Feast
dip sweet korean,Korean Sweet Chilli Dip
kuch pootharekulu chahiye,Pootharekulu
wrap mozzarella & fried,Fried Chicken & Mozzarella Wrap
sandwich,Sausage McMuffin - Sandwich
peri peri 10 pc chicken & 2 dips,Peri Peri 10 Pc Chicken Strips & 2 Dips
want to try mojito,Lemon Mint Mojito
biriyani spicy,Broad Bean And Lotus Stem Donne Biriyani (gluten Free)
white flat almond,Blonde Almond Flat White
supergrain millet dal [16g protein],Supergrain Millet Dal Khichdi [16g Protein]
something lke chawal,Kadhi Chawal
khichdi something,Andhra Gun Powder Khichdi
(reg),Shawarma Chicken Burst Pizza (Reg)
chicken something,4 Pcs Chicken Nuggets
spicy chilli,Chilli Paneer Sizzle
someting (medium),Potato Wedges (Medium)
mexican tikki burger nong,Mexican McAloo Tikki Burger NONG
mcspicy try karna hai,Veg Pizza McPuff + McSpicy Chicken Burger
something like pizza,Pizza Puff (Pack of 4)
mcsaver korean aloo tikki burger,McSaver Korean Mc Aloo Tikki Burger
onion red,Red Rice
sabudana try karna hai,Sabudana Khichdi & Dum Aloo Bowl
nos) (6 coke,Coke Can (6 Nos)
main course sambar,Sambar
chocolate spicy,Chunky Chocolate Cookie
meetha hyderabadi,Half Hyderabadi Boneless Chicken Dum Biryani
surprise like something,McSaver Korean Chicken Surprise Burger.
rbdi jalebi ice cream (small scoop),Rabdi Jalebi Ice Cream (Small Scoop)
smething pomodoro,Chilli Pomodoro Pizza
dessert idea,Mahim halwa
kuch multi-millet chahiye,McVeggie Burger with Multi-Millet Bun
kuch victor chahiye,Victor (Lamb & Garlic Aioli Sandwich)
thalipeeth veg,Thalipeeth
kuch steamed chahiye,A1 Dhaba Palak Paneer Steamed Rice Bowl
chakali nashta,Chakali
protein] banao,Peri Peri Grilled Chicken Wings [50g Protein]
bowl chicken roast ghee,Ghee Roast Chicken Rice Bowl
meetha dal,Dal makhani
"protein, wala","Herb Chicken Keto Bowl [71g Protein, 27g Carbs ]"
meetha biryani,Bhai Biryani - Khushka with Egg
something like chicken,6 Pc Chicken Nuggets + Fries (M) + Piri Piri Spice Mix
leon mojito,Lemon Mint Mojito
masaledar puri,Puri Bhaji
combo pcs 6 chicken,Chicken McNuggets 6 Pcs Combo
meetha mcchicken,McChicken Burger Combo
classic stuffed garlic,Classic Stuffed Garlic Bread
spaghetti in mushroom,Spaghetti In Mushroom Florentine
something like chikcen,NH1 Chicken Tikka Masala [Masala Rice] Bowl
sweet halwa,Dudhi halwa
masaledar upma,Upma
crispy burger meal (m),Crispy Veggie Burger Meal (M)
(m).,Korean Shake Shake Fries (M).
mcspicy spicy,4 Pc McSpicy Fried Chicken Bucket
meetha mountain,Mountain Dew Reusable Bottle
spicy chocolate,Chocolate & Raspberry Trifle Cake
ultimate spicy,Ultimate Spinach Pizza
pizza wave,Mexican Wave Pizza
chicken banao,Chicken Zinger Burger - Classic
shahi dinner,Shahi paneer
(vegan) pizza plant evolved,Evolved Plant Kebab Pizza (vegan)
spicy indian,Indian Spicy Veg Roll
modle,Model Town Kadhai Chicken [Steamed Rice] Bowl
tandoori,Tandoori Fish Tikka
meetha paneer,Paneer Tikka Baked Cheese Rice Bowl
something like everryday,Homestyle Rajma - Everyday Thali
want to try coffee,2 Iced Coffee
mccheese try karna hai,McCheese Burger Veg.
burger combo for mcspicy deluxe paneer burger,Burger Combo for 2: McSpicy Deluxe Paneer Burger
meetha tameta,Sev tameta
gulab jamun (paack of 10),Gulab Jamun Box (Pack of 10)
kuch bhatura chahiye,Bhatura
ladoo veg,Churma Ladoo
new mcsaver mcaloo tikki,New McSaver Mexican McAloo Tikki
café hut,Masala Pepsi
sandwich),Michel (Chicken & Mozza Sandwich)
veggies spicy,Bold BBQ Veggies
kuch meetha chahiye,Panjeeri
coffee,McCafe-Classic Coffee
kolim lunch,Kolim Jawla
coffee banao,2 Iced Coffee
matr,Mushroom matar
want to try slice),McAloo Tikki Burger Protein Plus (1 Slice)
non-veg banao,Andhra Non-Veg Carrier Meals (for 3-4)
meetha paneer,Paneer Dhaba Masala Rice Bowl
spicy attu,Attu
bread garlic tikka paneer,Paneer Tikka Stuffed Garlic Bread
parcel banao,Veg Parcel
kuch strawberry chahiye,Banana 'N Strawberry Ice Cream
mcspicy burger veg combo,McSpicy Premium Burger Veg Combo
thali feast - rajma,Homestyle Rajma - Feast Thali
nh1 dhaba egg [steamed rice] bowl,NH1 Dhaba Egg Curry [Steamed Rice] Bowl
pizza,Garden Fresh Pizza
veg modak,Modak
cup caramel salted,Salted Caramel Cream Cup
kuch kheema chahiye,Mutton Kheema Signature Rice Bowl
fries regular - edition,Gold Edition - Regular Fries
paneer wala,Peppy Paneer Pizza
lnch box - al pesto genovese pasta,Lunch Box - Al Pesto Genovese Pasta
bora dinner,Bora Sawul
burger.,McSaver Korean Mc Aloo Tikki Burger.
chicken try karna hai,The 5 Chicken Feast Cheese Burst
andhra carrier meals (for 3-4),Andhra Non-Veg Carrier Meals (for 3-4)
corn and onion pizza knots combo,Corn and Onion Pizza + Knots Combo
dinner rongi,Rongi
black currant cream (tub),Black Currant Ice Cream (Tub)
espresso iced pecan,Pecan Iced Shaken Espresso
kuch sandwich) chahiye,Michel (Chicken & Mozza Sandwich)
meetha mcspicy,4 Pc McSpicy Chicken Wings
peri peri 5 leg piece meal,Peri Peri Chicken 5 Leg Piece Meal
bhai - khushka with egg,Bhai Biryani - Khushka with Egg
something like pig,Pig Out Pizza
veg anarsa,Anarsa
spicy mozzarella,Peri-Peri Chicken & Mozzarella Wrap
meetha (regular,Jello Mello Ice Cream (Regular Scoop)
Pitika Alu,Alu Pitika
"pesto & chicken keto bowl [71g - high protein,","Pesto & Chicken Keto Bowl [71g - High Protein, ..."
hugo (fried chicken mozza sandwich),Hugo (Fried Chicken & Mozza Sandwich)
prepack) spicy,Cotton Candy Ice Cream (Family Prepack)
pepperoni try karna hai,Korean Pepperoni Garlic Bread
korean mc spicy chicken burger korean shake shake fries (m),Korean Mc Spicy Chicken Burger  + Korean Shake Shake Fries (M)
something cream,Pralines 'N Cream Ice Cream (Small Scoop)
